,Ki,P1_init,P2_init,P3_init,P4_init,P5_init,k1,k2,k3,k4,k6,k7,k8_FA,k8_FA_coA,k9,k10,k11,k12,k13,k14,k19,k20,k21,k22,k23,Tox_coA,unreg,reg
973,1.16E-001,1.99E+004,1.53E+002,1.17E+002,7.67E+001,1.73E+002,1.64E+002,5.28E-003,5.08E-004,1.04E+002,1.80E+000,2.32E-001,3.07E-006,4.03E-009,3.36E+001,4.95E-002,6.06E+001,4.54E-002,8.50E+001,1.04E-001,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.86E+005,2.65E+004,2.46E+003
974,6.49E-002,2.28E+003,1.40E+002,1.23E+002,1.75E+002,1.82E+002,7.13E+001,9.05E-004,2.31E-003,8.64E+002,5.46E-001,6.44E-001,7.01E-006,1.38E-009,1.04E+001,2.92E-002,8.66E+001,1.29E-001,6.80E+001,1.10E-001,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.22E+007,4.98E+004,4.18E+004
975,1.22E-001,1.18E+004,1.01E+002,4.60E+001,8.76E+001,4.28E+001,1.16E+001,1.42E-003,2.01E-003,8.95E+002,4.78E-001,1.78E+000,1.52E-007,3.43E-009,1.86E+001,7.70E-002,4.90E+001,6.71E-002,4.00E+001,3.30E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.87E+007,4.49E+004,4.39E+004
976,2.42E-002,1.95E+004,1.33E+002,7.19E+001,1.38E+002,1.41E+002,1.47E+002,1.63E-004,1.48E-003,7.78E+001,1.07E+000,1.81E+000,6.08E-008,6.56E-009,1.83E+001,4.85E-002,6.58E+001,2.84E-002,6.16E+001,8.33E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,4.07E+006,5.23E+003,1.25E+002
977,4.62E-002,2.54E+003,1.16E+002,1.27E+001,9.76E+001,1.49E+002,1.92E+001,5.30E-003,1.42E-004,4.53E+002,2.23E-001,3.17E-001,8.46E-007,2.38E-009,1.06E+001,9.14E-002,9.02E+001,1.44E-002,7.18E+001,7.46E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,5.16E+006,8.92E+002,1.83E+000
978,1.07E-002,1.60E+004,1.95E+002,1.25E+002,1.58E+002,6.35E+001,5.62E+001,5.86E-003,1.68E-003,9.64E+002,1.05E+000,1.80E+000,9.07E-006,3.20E-009,3.19E+001,9.83E-002,5.82E+001,1.16E-001,4.36E+001,1.08E-001,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.52E+007,4.36E+000,2.64E-001
979,1.27E-001,5.10E+001,2.17E+001,4.13E+000,4.43E+000,1.05E+002,1.79E+002,3.49E-003,6.19E-003,4.53E+002,6.40E-001,1.27E+000,4.37E-006,3.98E-009,1.46E+001,2.03E-002,2.00E+001,7.52E-002,5.88E+001,2.87E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.06E+007,4.37E+005,3.10E+005
980,1.22E-001,1.43E+004,8.93E+001,1.66E+002,1.34E+002,1.77E+002,1.56E+002,4.25E-004,5.60E-003,3.09E+002,2.40E-001,1.70E+000,5.94E-006,2.46E-009,2.16E+001,1.22E-001,6.48E+001,4.69E-003,9.68E+000,1.16E-001,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.93E+007,2.62E+005,1.26E+001
981,9.61E-002,2.31E+003,9.57E+001,1.56E+002,1.47E+002,1.51E+002,6.83E+001,3.79E-003,2.49E-003,2.65E+002,3.74E-001,1.18E+000,1.01E-006,8.74E-009,2.27E+001,1.43E-002,5.90E+001,1.48E-002,6.22E+001,4.45E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,5.95E+006,1.13E+005,1.22E+001
982,1.24E-001,1.17E+004,1.37E+002,9.92E+000,1.69E+002,1.77E+002,5.37E+001,1.10E-003,3.31E-003,8.75E+002,7.90E-001,1.47E+000,5.22E-006,2.17E-009,2.32E+001,1.11E-001,7.84E+001,8.92E-002,5.95E+001,1.34E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,2.37E+005,7.91E+004,8.22E+004
983,7.39E-002,1.53E+004,8.84E+001,1.32E+002,1.86E+002,1.48E+002,4.83E+001,4.97E-004,2.31E-003,5.75E+002,5.01E-001,3.85E-001,1.93E-006,7.21E-009,2.63E+001,8.65E-002,1.37E+001,2.63E-003,5.07E+001,6.53E-003,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.82E+007,4.14E+004,2.67E+004
984,4.24E-003,7.35E+003,2.69E+001,9.98E-001,1.66E+002,3.26E+001,1.01E+002,2.56E-003,5.51E-003,4.17E+000,1.31E+000,5.54E-001,3.10E-006,1.85E-009,2.31E+001,1.04E-002,3.76E+001,5.53E-002,5.18E+000,3.13E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.35E+007,4.79E-002,1.19E-003
985,1.74E-001,8.16E+003,6.86E+001,1.56E+002,1.02E+002,2.26E+001,7.43E+001,3.55E-003,1.35E-003,2.96E+002,9.15E-001,1.42E+000,2.88E-006,6.19E-009,2.69E-001,6.49E-002,3.95E+001,1.18E-001,9.23E+001,3.53E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,3.46E+006,3.90E+004,3.86E+004
986,6.62E-002,1.17E+004,1.34E+002,1.95E+002,1.03E+001,5.20E+001,3.39E+001,5.90E-004,2.55E-003,7.63E+002,1.52E+000,2.85E-001,9.17E-006,7.66E-010,3.40E+001,1.03E-001,1.61E+001,6.25E-002,4.55E+001,1.19E-001,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,4.55E+006,8.38E+004,7.83E+004
987,1.39E-001,1.64E+004,3.14E+001,1.85E+002,1.62E+002,7.70E+001,1.21E+002,8.16E-004,2.07E-003,1.80E+002,4.71E-001,3.25E-001,8.96E-007,2.96E-009,1.25E+001,1.12E-001,3.65E+001,7.66E-002,5.65E+001,1.09E-001,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.79E+007,9.46E+003,1.64E+003
988,1.60E-001,1.99E+004,1.59E+002,1.90E+002,8.85E+001,1.14E+002,7.09E+001,7.88E-005,4.63E-004,7.19E+002,1.40E-001,1.28E+000,2.52E-006,5.89E-009,1.94E+001,6.98E-002,5.12E+001,1.02E-001,3.04E+001,1.20E-001,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.45E+006,8.08E+004,7.15E+004
989,2.81E-002,1.76E+004,8.04E+000,1.34E+002,1.51E+002,1.90E+001,2.27E+001,3.00E-003,3.13E-003,3.61E+002,1.71E+000,1.57E+000,5.02E-006,2.47E-009,2.93E+001,2.66E-002,1.23E+001,1.27E-001,7.36E+001,2.90E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,8.53E+006,2.04E+004,4.18E+003
990,1.25E-001,7.41E+003,1.18E+002,7.94E+001,1.21E+002,1.35E+002,6.63E+001,1.78E-003,6.86E-003,4.01E+002,1.40E-001,4.34E-001,8.12E-006,6.89E-009,1.11E+001,1.03E-001,1.02E+001,1.20E-001,3.15E+001,9.60E-003,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.99E+006,2.20E+005,2.32E+005
991,3.83E-002,4.14E+003,1.57E+002,1.28E+002,1.22E+002,1.65E+002,1.12E+002,1.58E-003,6.95E-003,1.36E+002,5.66E-001,1.06E+000,7.78E-006,3.00E-009,1.08E+001,6.87E-002,3.09E+001,7.20E-002,8.47E+000,1.24E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,8.97E+006,4.74E+003,3.36E+003
992,1.00E-001,1.76E+004,5.66E+001,1.48E+002,8.58E+001,6.88E+001,4.26E+001,4.40E-003,3.49E-003,2.84E+000,2.55E-001,1.52E+000,2.71E-006,5.23E-009,3.70E+001,2.03E-003,4.82E+000,5.54E-002,5.08E+001,1.27E-001,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,2.51E+006,1.39E+001,1.05E-001
993,1.01E-001,2.56E+003,7.40E+001,1.28E+002,1.82E+002,1.98E+002,1.55E+002,2.07E-003,2.71E-003,1.08E+002,9.79E-001,1.01E+000,6.77E-006,4.25E-009,3.21E+001,4.09E-002,4.58E+000,6.90E-002,6.61E+001,1.27E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,7.05E+006,1.42E+004,1.46E+004
994,1.55E-001,1.64E+004,1.93E+002,8.00E+001,1.40E+002,3.11E+001,1.54E+002,4.73E-003,1.59E-003,2.85E+002,5.87E-001,7.36E-001,3.80E-006,7.83E-009,3.91E+000,5.79E-002,5.23E+001,5.03E-002,4.74E+000,1.81E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.12E+007,1.14E+002,2.19E+001
995,1.38E-001,1.09E+004,1.81E+002,2.72E+001,4.52E+001,1.36E+002,7.18E+001,5.74E-003,1.86E-003,7.57E+002,3.46E-001,9.13E-001,4.16E-006,6.53E-010,3.46E+001,8.48E-002,5.07E+001,2.41E-002,8.60E+001,1.27E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,5.59E+006,1.73E+005,1.56E+005
996,1.38E-001,6.51E+003,6.00E+001,1.10E+002,5.78E+001,9.22E+001,1.38E+002,5.51E-003,8.03E-004,3.67E+002,1.32E+000,1.36E+000,4.14E-006,6.06E-009,1.68E+001,6.94E-002,4.82E+001,9.39E-002,1.12E+001,5.28E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.66E+007,4.20E+001,4.85E+000
997,1.61E-001,1.76E+004,1.67E+002,1.68E+002,6.52E+001,1.98E+002,1.45E+001,5.23E-003,5.58E-003,4.88E+002,6.71E-001,1.01E+000,4.77E-007,2.09E-009,1.43E+001,9.88E-002,1.97E+001,5.44E-002,4.58E+001,5.19E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.22E+006,3.89E+004,3.86E+004
998,8.63E-002,1.85E+004,9.85E+001,1.55E+001,3.31E+001,1.69E+002,1.36E+002,3.97E-003,6.86E-003,4.96E+002,1.25E+000,1.37E+000,3.37E-006,7.85E-009,6.64E+000,9.48E-002,8.21E+001,4.51E-002,7.63E+000,1.77E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,5.26E+006,2.40E+005,2.28E+005
999,1.41E-001,3.65E+002,1.72E+002,1.52E+002,3.28E+001,1.35E+001,1.73E+001,6.46E-004,3.32E-003,6.80E+002,6.87E-001,7.57E-001,7.76E-006,1.07E-009,3.31E+001,6.14E-002,3.32E+000,1.09E-001,6.69E+001,2.00E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.29E+007,1.67E+005,1.77E+005
1000,1.35E-001,1.01E+004,4.53E+001,1.93E+002,1.39E+002,1.67E+001,3.78E-001,4.79E-004,1.32E-003,4.05E+002,9.14E-002,1.74E+000,7.77E-006,3.56E-009,2.08E+001,9.37E-002,3.46E+001,4.19E-002,7.95E+001,5.66E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,5.60E+006,3.03E+003,3.61E+003
1001,1.35E-001,7.76E+003,7.77E+001,1.09E+002,1.68E+002,2.72E+001,4.32E+001,4.00E-003,4.79E-003,4.69E+002,4.90E-001,1.61E-002,1.57E-006,1.47E-009,1.49E+001,1.63E-002,7.22E+001,3.24E-002,2.89E+001,7.33E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,2.70E+006,3.70E+005,2.69E+005
1002,1.48E-001,1.17E+004,7.73E+001,9.46E+000,4.11E+001,1.81E+002,8.37E+001,3.61E-003,1.10E-003,7.69E+001,1.35E+000,1.78E+000,8.04E-006,5.74E-009,2.53E+001,1.11E-001,2.23E+001,1.11E-001,7.13E+001,6.26E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.71E+007,1.27E+002,4.12E+001
1003,8.61E-002,1.95E+004,1.31E+002,1.33E+002,4.49E+000,3.04E+001,1.18E+001,5.97E-003,6.45E-003,8.39E+002,1.56E+000,6.46E-001,5.12E-006,1.65E-009,1.06E+001,9.71E-003,4.62E+001,5.26E-002,2.14E+001,9.40E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.39E+007,4.95E+004,8.32E+000
1004,7.89E-002,1.38E+004,9.65E+001,8.69E+001,1.82E+002,1.07E+002,1.55E+002,5.00E-003,1.29E-003,1.24E+002,1.70E+000,3.89E-001,8.55E-006,5.14E-009,1.93E+001,5.20E-002,3.53E+001,7.98E-002,2.68E+001,8.98E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,8.05E+006,4.71E+001,4.76E+000
1005,1.71E-001,1.36E+004,3.15E+001,3.86E+001,1.62E+002,5.52E+001,2.69E+001,4.40E-003,6.71E-003,5.81E+002,1.19E+000,1.50E+000,8.85E-006,6.76E-009,2.40E+001,1.30E-001,7.97E+001,1.40E-003,3.16E+001,8.32E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,9.49E+006,1.23E+005,3.52E+004
1006,1.32E-001,6.99E+003,1.58E+002,9.07E+001,5.87E+001,1.99E+002,8.03E+001,2.72E-003,5.55E-003,9.22E+001,3.99E-001,1.64E+000,9.08E-006,8.94E-009,2.32E+001,4.67E-002,1.24E+001,1.16E-001,3.42E+001,4.48E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.44E+007,6.41E+003,2.42E+002
1007,8.79E-002,1.61E+004,2.00E+002,1.86E+002,1.16E+002,1.46E+002,1.44E+002,1.62E-003,3.95E-004,5.69E+002,8.04E-001,1.85E+000,2.61E-006,7.43E-009,3.01E+001,3.77E-002,8.41E+001,7.30E-002,5.06E+001,1.08E-001,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,8.49E+006,1.04E+002,3.17E+000
1008,7.88E-002,1.99E+003,1.33E+002,1.06E+002,5.35E+001,1.12E+002,1.82E+001,2.08E-003,6.16E-003,7.47E+002,1.01E+000,1.81E+000,2.01E-006,1.86E-009,1.43E+001,2.61E-002,5.02E+001,9.26E-003,7.63E+000,7.61E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,9.82E+006,3.48E+004,2.34E+003
1009,1.35E-001,1.80E+003,5.65E+001,1.64E+002,8.39E+001,1.83E+002,1.91E+002,4.27E-003,3.83E-003,1.11E+001,1.25E+000,4.38E-001,7.24E-006,6.31E-010,2.70E+001,5.22E-002,4.07E+001,8.91E-002,4.83E+001,7.15E-003,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,5.34E+005,3.91E+002,6.39E+002
1010,6.10E-002,1.61E+004,1.19E+001,1.43E+002,6.03E+001,8.40E+001,1.52E+001,3.17E-003,7.92E-005,8.36E+002,3.92E-001,1.23E-001,6.00E-006,5.00E-009,1.97E+001,1.06E-001,5.62E+001,9.99E-002,4.39E+000,1.23E-001,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,4.70E+006,1.18E+003,3.19E+000
1011,4.08E-004,4.96E+003,2.46E+001,1.88E+002,2.47E+001,2.39E+000,1.02E+002,5.20E-003,2.49E-003,8.12E+002,1.57E+000,2.56E-001,2.28E-006,8.68E-009,2.15E+001,9.29E-002,2.79E+001,9.31E-002,7.58E+001,8.51E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,2.00E+006,1.45E-001,2.54E-002
1012,7.04E-002,1.51E+003,1.44E+002,1.64E+002,1.69E+002,7.06E+000,3.60E+001,2.69E-003,6.69E-003,3.37E+002,6.37E-001,1.13E+000,4.29E-006,8.63E-010,1.33E+001,8.59E-002,7.85E-001,7.62E-002,6.03E+000,6.47E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,9.17E+006,5.66E+004,8.66E+003
1013,4.82E-003,9.84E+003,9.32E-001,1.27E+002,8.34E+001,5.41E+001,1.73E+002,2.80E-003,1.23E-003,1.37E+002,8.36E-001,1.59E+000,8.39E-006,1.82E-009,5.01E+000,5.94E-003,9.25E+001,3.52E-002,6.73E+001,3.39E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.57E+007,9.70E-002,1.67E-003
1014,1.18E-001,1.51E+004,1.54E+002,2.61E+001,8.88E+001,1.35E+002,7.47E+001,2.15E-003,6.26E-003,5.31E+002,7.54E-001,6.62E-001,6.66E-006,7.08E-009,1.03E+001,9.83E-002,1.44E+001,1.13E-002,9.33E-001,8.03E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,3.95E+006,2.21E+005,1.95E+005
1015,2.50E-002,9.18E+003,1.59E+002,4.94E+001,1.44E+002,1.12E+002,1.21E+002,2.31E-004,2.69E-003,1.74E+002,1.16E+000,6.48E-001,6.74E-006,8.41E-009,7.11E+000,8.37E-002,2.52E+001,5.00E-002,9.06E+001,6.98E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,5.88E+006,4.88E+004,3.51E+004
1016,8.90E-002,1.45E+004,3.15E+001,1.49E+002,9.73E+001,1.08E+002,9.99E+001,4.58E-004,3.76E-003,8.16E+002,1.27E+000,6.19E-001,6.94E-006,2.57E-009,6.44E+000,7.96E-002,8.01E+001,1.02E-001,4.76E+001,3.63E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,9.53E+006,9.18E+004,9.36E+004
1017,5.58E-002,1.14E+003,5.65E+000,6.42E+001,4.52E+001,1.74E+002,6.15E+001,2.29E-003,1.78E-003,8.58E+002,1.51E+000,7.89E-002,8.65E-006,7.37E-009,2.13E+001,8.06E-002,3.30E+001,1.10E-001,5.63E+001,1.51E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,7.90E+006,3.27E+004,3.56E+004
1018,1.53E-001,1.88E+004,1.92E+002,1.76E+002,1.46E+002,1.72E+002,1.12E+002,3.80E-003,5.38E-004,7.55E+002,1.25E+000,3.19E-001,8.47E-006,5.33E-009,9.99E+000,4.39E-002,6.88E+001,8.37E-002,4.24E+001,1.78E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,7.57E+006,4.37E+003,2.09E+003
1019,6.94E-002,6.76E+003,5.96E+001,1.05E+001,4.07E+001,5.48E+001,1.51E+002,3.35E-003,2.46E-003,9.76E+001,4.72E-001,1.57E+000,2.66E-006,7.03E-009,1.27E+001,1.17E-001,3.60E+001,6.38E-002,6.19E+001,4.29E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.28E+006,1.15E+004,8.03E+003
1020,1.25E-001,1.92E+004,1.98E+002,1.30E+002,1.76E+002,1.52E+002,5.61E+001,5.47E-003,6.26E-003,6.85E+002,1.54E-001,1.54E+000,2.11E-006,6.39E-009,2.87E+001,1.16E-002,6.15E+001,2.19E-002,2.95E+001,3.20E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,3.14E+006,1.44E+005,4.11E+004
1021,4.22E-004,1.55E+004,1.32E+002,3.46E+001,4.01E+001,6.29E+001,4.11E+001,4.24E-003,1.44E-003,8.20E+002,1.66E+000,7.76E-001,1.83E-006,2.31E-009,6.84E+000,1.27E-001,6.43E+001,3.72E-002,3.94E+001,7.17E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.05E+007,3.76E-002,2.34E-003
1022,1.02E-001,9.62E+003,5.38E+001,1.75E+002,7.79E+001,2.11E+001,1.71E+002,1.68E-003,6.12E-003,8.99E+002,9.19E-001,1.67E+000,7.75E-006,3.80E-009,2.99E+001,7.33E-003,6.36E+001,4.56E-002,4.12E+000,8.96E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,2.68E+006,8.09E+005,1.18E+003
1023,6.01E-002,1.05E+004,2.39E+001,6.36E+001,1.92E+002,6.24E+001,6.46E+001,1.17E-003,3.89E-003,2.39E+002,7.80E-002,1.73E+000,5.48E-007,3.51E-009,3.41E+001,3.30E-002,8.06E+001,1.87E-003,6.57E+001,6.33E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,2.63E+006,2.13E+005,2.02E+001
1024,3.62E-002,1.45E+004,8.28E+001,1.43E+002,9.72E+001,9.66E+000,1.95E+002,1.57E-003,2.81E-003,7.79E+002,1.48E+000,1.14E+000,2.15E-006,2.01E-009,2.45E+001,3.51E-003,5.14E+001,7.44E-002,4.98E+001,9.45E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.66E+006,1.08E+005,1.31E+001
1025,3.42E-002,5.42E+003,1.30E+001,8.69E+001,9.94E+001,1.07E+001,8.95E+001,4.44E-003,9.84E-004,3.38E+002,8.97E-001,1.58E+000,3.20E-006,3.79E-009,2.43E+001,3.69E-002,8.83E+001,5.25E-002,8.23E+001,1.24E-001,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,2.51E+006,4.46E+002,6.71E+000
1026,1.22E-001,1.08E+004,3.45E+000,1.70E+002,1.77E+002,3.01E+001,1.58E+002,3.70E-003,4.48E-003,4.15E+002,5.32E-001,9.75E-001,4.02E-006,1.75E-009,4.66E+000,1.24E-001,4.01E+001,8.47E-002,8.30E+000,9.36E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.96E+006,9.53E+005,8.51E+005
1027,8.12E-002,1.00E+004,1.68E+002,1.33E+002,5.10E+001,7.07E+001,3.32E+001,5.97E-003,2.53E-003,7.83E+002,4.84E-001,2.89E-001,1.75E-006,4.44E-009,1.79E+001,9.74E-002,8.11E+001,6.34E-002,9.17E+000,1.28E-001,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.21E+006,1.02E+005,7.05E+004
1028,1.47E-001,1.81E+003,1.48E+002,1.42E+002,1.07E+002,1.41E+002,1.42E+002,3.03E-003,5.60E-003,2.19E+002,1.76E-001,4.99E-001,8.06E-006,6.98E-009,9.66E+000,1.30E-001,3.47E+001,1.18E-001,4.23E+001,7.16E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.69E+007,8.58E+003,1.70E+003
1029,4.08E-002,1.69E+004,1.03E+002,6.70E+001,1.77E+002,1.01E+002,1.23E+002,2.76E-003,1.90E-003,6.34E+002,8.87E-001,1.61E+000,7.51E-006,7.88E-009,3.07E+001,9.31E-003,7.18E+001,9.46E-002,5.86E+001,3.77E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.57E+006,1.48E+005,5.57E+004
1030,5.97E-002,2.19E+003,3.78E+001,1.22E+002,1.13E+001,8.90E+001,3.64E+001,3.95E-004,1.06E-004,1.46E+002,1.31E+000,1.46E+000,6.13E-006,5.28E-009,8.61E+000,1.28E-001,8.60E+001,7.93E-002,3.39E+001,2.54E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.37E+006,2.16E+003,1.69E+003
1031,1.52E-001,1.08E+003,1.33E+002,1.31E+002,4.53E+001,9.88E+001,8.87E+001,2.71E-003,6.23E-003,9.40E+002,3.72E-001,1.30E+000,6.95E-006,1.28E-009,4.25E+000,2.72E-002,4.72E+001,2.22E-003,1.21E+001,9.12E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.60E+007,2.18E+005,2.26E+000
1032,1.52E-003,1.84E+004,2.00E+002,1.48E+002,1.89E+002,1.45E+002,1.18E+002,5.73E-003,2.83E-003,9.12E+002,8.05E-001,4.07E-001,1.81E-006,5.56E-009,1.47E+001,1.22E-001,6.33E+001,7.45E-002,4.32E+001,5.09E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,2.27E+006,9.00E+000,8.68E-001
1033,1.61E-001,1.86E+004,1.04E+002,1.53E+002,1.29E+002,1.30E+002,1.18E+002,3.73E-003,1.57E-003,5.15E+001,2.34E-001,5.86E-001,1.30E-007,8.06E-009,2.34E+001,7.69E-002,6.65E+000,3.15E-002,5.94E+001,2.64E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,2.51E+006,1.07E+003,4.61E+002
1034,2.46E-002,6.16E+003,1.37E+002,4.67E+001,5.85E+001,1.22E+002,9.41E+000,3.00E-003,5.76E-003,7.02E+002,7.39E-001,1.36E+000,7.86E-007,6.89E-009,1.91E+001,7.66E-002,8.48E+001,7.31E-002,7.07E+001,8.97E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.17E+007,8.00E+003,6.25E+003
1035,1.51E-001,1.01E+004,1.82E+002,1.88E+002,1.79E+002,9.98E+001,8.02E+001,3.43E-003,7.44E-004,4.51E+002,1.30E+000,1.01E+000,6.19E-006,1.22E-009,3.03E+001,1.45E-002,8.17E+001,1.82E-003,6.79E+001,1.87E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,4.25E+006,2.50E+004,4.37E+000
1036,4.17E-002,7.42E+003,1.26E+002,7.00E+001,1.30E+002,1.20E+002,7.53E+001,1.14E-003,4.35E-003,3.71E+001,6.35E-001,5.70E-001,6.43E-006,4.57E-010,3.52E+001,3.06E-002,9.76E+000,1.07E-001,6.71E+001,3.11E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,2.24E+006,1.07E+004,2.69E+003
1037,1.56E-001,4.74E+003,6.01E+000,5.45E+001,1.32E+002,3.35E+001,1.09E+001,5.58E-003,4.10E-003,3.91E+002,4.87E-001,1.07E+000,6.70E-006,7.06E-009,3.19E+001,5.39E-002,4.46E+001,1.14E-001,8.96E+001,9.62E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,4.61E+006,7.36E+004,7.75E+004
1038,9.11E-002,1.80E+004,1.13E+002,1.51E+002,9.87E+001,1.79E+002,1.52E+002,1.46E-003,3.66E-003,7.58E+002,1.25E+000,1.21E+000,6.62E-006,7.26E-009,6.98E+000,3.27E-002,1.93E+000,1.16E-001,4.09E+001,6.11E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.42E+007,1.29E+005,9.50E+004
1039,6.09E-002,5.78E+003,1.61E+002,8.58E+001,7.03E+001,1.22E+002,2.89E+000,2.82E-004,4.50E-003,8.27E+002,6.85E-001,1.09E+000,2.85E-006,3.20E-009,2.04E+001,6.26E-002,5.70E+001,6.20E-002,2.31E+001,3.15E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,8.97E+006,2.82E+003,3.36E+003
1040,1.27E-001,1.32E+004,1.61E+002,1.79E+002,9.98E+001,6.76E+001,3.75E+001,3.26E-003,3.90E-003,2.20E+002,4.20E-001,2.43E-001,1.63E-007,3.20E-009,8.81E+000,5.82E-003,4.93E+001,3.70E-002,2.70E+001,3.89E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,3.43E+006,2.81E+005,7.70E+001
1041,3.20E-002,9.97E+003,8.34E+001,1.81E+002,1.32E+002,5.79E+001,5.23E+001,7.48E-005,2.70E-003,8.15E+001,3.11E-001,1.30E+000,3.75E-006,6.54E-009,6.12E+000,2.59E-002,5.09E+001,9.78E-002,1.87E+001,4.51E-003,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.63E+007,4.80E+003,9.58E+003
